sgRNA	Gene	D1_MOI2_High	D1_MOI2_Low_Mid	D1_MOI2_Low	D1_MOI2_Mid_High	D2_MOI2_High	D2_MOI2_Low_Mid	D2_MOI2_Low	D2_MOI2_Mid_High	D1_MOI5_High	D1_MOI5_Low_Mid	D1_MOI5_Low	D1_MOI5_Mid_High	D2_MOI5_High	D2_MOI5_Low_Mid	D2_MOI5_Low	D2_MOI5_Mid_High	D3_MOI2_High	D3_MOI2_Low_Mid	D3_MOI2_Low	D3_MOI2_Mid_High	D4_MOI2_High	D4_MOI2_Low_Mid	D4_MOI2_Low	D4_MOI2_Mid_High	D3_MOI5_High	D3_MOI5_Low_Mid	D3_MOI5_Low	D3_MOI5_Mid_High	D4_MOI5_High	D4_MOI5_Low_Mid	D4_MOI5_Low	D4_MOI5_Mid_High
s_5897	Non-Targeting Control	3573	11861	10175	2152	12696	28827	25398	14569	11736	28299	52022	13427	2277	4634	6517	5274	9360	14709	30738	6815	11154	20405	26172	15645	7317	27926	19685	4120	9137	12383	13919	10460
s_3669	ZBTB26	1340	4375	3559	885	5845	6683	7860	5670	6156	11227	12209	5751	1016	2857	2482	2231	2639	5703	8239	2679	5310	8328	9353	6682	3948	9630	8629	1547	6071	5379	4715	6013
s_2563	GFI1B	1067	2676	2577	763	2291	6435	6596	3510	1999	9434	15374	4279	333	1197	1158	1304	1722	4283	3415	1318	4872	8739	7647	6287	1519	2660	2471	475	2453	3142	2542	3509
s_3122	HEY2	2792	6329	5066	1504	9370	15370	22603	7652	10005	17943	20747	13058	1085	3652	6153	2930	4870	9445	17202	5807	6000	8391	12542	8842	4848	15609	14089	2599	7889	9912	7385	9131
s_5250	ARGFX	1522	4649	5132	863	5517	10856	5410	5811	4219	7350	10973	3526	696	1050	1061	1455	2993	8161	10799	3629	3461	6029	8680	6274	3992	6751	5713	1086	3470	5733	5910	5177
s_294	DLX3	1631	3987	3016	651	4305	6248	7192	2904	5113	10255	5098	4782	695	1106	1460	1089	2167	3127	4804	1684	2390	5030	7310	3256	2046	6674	5460	1227	3210	3649	4466	3344
s_2984	SOX30	979	2630	2684	518	1340	5277	3219	3380	2251	5144	9323	3358	924	1556	2128	1998	1017	2483	4208	1195	2649	3660	5734	4329	1216	5448	3501	613	1865	2320	3157	2776
s_44	ARNT	1209	3531	4496	741	1748	8728	15687	3764	1950	6406	4834	3263	566	1200	1762	1000	1737	3064	6310	1480	1216	4199	7121	1170	1378	3539	3562	864	2956	4105	5917	4071
s_1006	IL4	2570	7656	6518	1542	7075	9206	9427	7536	9609	20611	24958	10833	1406	3793	5616	3559	6893	9314	12000	3420	4644	13764	17134	8376	4667	13455	12440	2356	7150	11907	8842	9291
s_2103	THRA	1525	5430	5125	885	3199	9973	7786	5351	3249	6697	5677	5277	1335	1494	1849	1797	6238	5052	6700	3123	4053	6630	5948	5687	2583	9205	8363	1782	2773	4515	5204	4600
s_4052	ZNF93	1210	2454	3420	625	4594	6478	6306	5076	4815	11629	20376	5330	892	1488	1048	1666	6057	7022	10816	6371	4731	5767	7936	7867	3682	10993	5298	1837	3740	2927	4406	3786
s_5552	Non-Targeting Control	1263	4094	4511	854	5291	6137	6383	4051	3139	9458	10106	3676	1036	2522	3378	1652	3345	4290	10111	2705	3462	7643	12125	6629	4688	10204	7245	2349	3341	6041	6732	5386
s_5904	Non-Targeting Control	1308	4580	5191	841	6485	11488	8784	6609	3791	10860	13490	4108	920	1380	1160	1481	2024	4141	10585	1876	4706	7762	10536	3018	2477	10696	8545	1440	4320	4668	4035	5263
s_5223	DBX2	1705	2993	3021	598	4272	4718	6247	3438	2940	7629	14555	4748	421	2195	1507	1399	1418	2777	5102	801	2048	2837	7634	4195	2698	8314	8337	1357	2779	1900	3252	2001
s_858	HOXB6	1361	4196	3952	859	4552	8703	9315	4133	4606	8679	15804	3938	543	1591	2211	1425	3602	5007	7314	2336	2431	5529	9015	5919	1530	4609	3622	1197	3045	3875	4726	3294
s_1198	MAX	2320	5331	5052	1194	9290	6437	7457	8392	6236	11019	7226	6246	1292	1183	1571	1914	4361	5637	6714	3554	5761	7142	8977	5793	4528	11034	7464	2111	4687	5129	4407	4807
s_4231	ZNF468	2063	6878	7018	1150	3637	10910	8001	5379	7317	15829	11043	6542	790	2023	3794	2078	3821	8107	11871	3152	4812	6444	11525	7652	3624	10166	11199	1770	4465	6549	6461	6554
s_3813	NSD1	2095	2916	2842	569	4268	3825	5627	2527	4791	4501	5094	3450	838	1372	1561	1744	1626	4965	4395	1638	2677	4580	6670	4972	1645	3953	3025	700	3029	2330	1694	2343
s_5743	Non-Targeting Control	1662	7573	8469	1181	4613	9022	4589	5766	4509	11634	7175	6074	683	1708	2707	1505	4169	10555	13850	4856	4543	8586	11272	3156	4166	13999	11088	2523	5133	6968	4625	5799
s_2318	ZNF74	1783	4685	5294	834	4948	5826	6009	4717	3451	8217	10713	3563	576	2017	1511	1596	1476	4605	10834	1888	2694	5520	8435	5888	2110	3620	6069	830	2882	4512	5108	4960
s_3281	ICOS	1394	4241	5451	936	6266	8082	9815	4791	5341	15628	22845	8731	905	2817	3264	2095	4049	6339	12288	3393	4653	11433	9051	5678	3540	8296	8734	1584	4305	5007	6764	4887
s_2340	ZNF84	1532	9424	5179	1636	6959	10786	11546	6593	6541	7398	13892	3517	1041	1742	3199	1519	4708	4628	10578	2748	3455	7419	9318	5396	4768	13083	8990	2028	3382	3377	5115	3701
s_725	HLA-DRA	2173	5511	5706	1248	6460	16547	11645	7297	6285	12636	15825	4440	934	2623	4340	2550	5277	8722	14280	4252	5830	11448	15955	7664	6166	15047	7867	3837	5307	5689	7404	4724
s_3735	PRDM12	1881	5889	4920	1005	5662	13803	11755	7973	6323	15378	19501	8195	1208	2429	2450	1849	2876	7173	14380	3290	3696	7868	8725	7202	4759	8278	8284	1609	3925	4870	4698	4024
s_3979	ZNF696	740	2432	2411	444	1621	4255	2219	1705	1236	5116	5086	2877	306	749	1377	771	663	1942	2055	588	1527	4129	4301	3651	1203	3583	1745	492	1605	2108	3326	1302
s_5854	Non-Targeting Control	1314	5073	7608	786	3410	8897	6828	5369	4974	12749	8689	4710	742	2548	2984	1675	3705	5028	10484	1795	5460	9761	13695	6252	2986	9876	11206	1580	5682	6031	6121	6280
s_3416	ZNF44	2623	9552	8709	1718	7943	19789	22160	12816	9930	20994	17761	6947	1904	3076	3772	3409	9670	9751	13556	5704	5890	10535	12726	7532	7042	11195	11587	2858	6363	9337	13315	7965
s_547	FOXM1	2222	4316	4602	842	3694	11977	8416	6610	2828	7069	4536	2650	1317	2577	3054	1736	1989	6047	10503	3115	2944	7021	7464	4184	2828	8131	4862	1398	3137	4328	7650	4002
s_2254	ZNF18	2066	5272	4498	918	6233	9864	8993	4974	5929	9328	14547	5602	1076	2812	2081	2325	2740	9827	14078	3438	2516	6895	8067	5752	4667	8459	5086	1830	4046	4668	6950	4898
s_273	CUX1	1322	4772	3333	909	6198	8162	7870	3896	5639	16752	13563	6222	720	1298	2688	1676	3220	4421	9326	3574	4454	6631	10819	5110	3141	7757	5784	1445	4450	3305	5811	5117
s_5451	Non-Targeting Control	1915	4904	5801	1015	9981	13756	12227	5834	5647	15401	8419	7100	756	2285	2768	1920	2925	5485	6238	2048	2944	9298	8382	5531	3473	7904	5031	1784	3852	4511	5311	3347
s_3788	PRDM16	2379	7036	6497	1415	6892	10246	15179	3939	3845	10448	13616	5737	687	1559	1569	1678	4568	8757	10421	3785	5765	9995	11764	6139	5970	13206	8229	3107	5906	6930	5770	6670
s_5919	Non-Targeting Control	2559	9394	9748	1600	7365	18613	14288	9065	8261	19245	26803	9844	1518	2121	2565	2340	4454	13839	21942	6133	6928	14086	23659	12078	4589	13719	8990	2439	8522	11404	12134	8926
s_1583	POU4F1	1318	2278	2812	730	4108	5294	7333	2909	3609	4807	9874	3593	523	1054	1201	731	1606	5299	8875	3485	1872	4998	6314	6323	1996	3974	6030	962	1765	2502	2552	2280
s_316	DNMT1	3416	6501	6023	1608	11345	12600	13745	6889	7515	9888	18398	6961	1076	1414	2024	2206	2973	4454	10397	2917	6640	7600	9875	6627	3819	8235	7617	1688	5682	4624	5074	4969
s_3131	PATZ1	1110	1709	1723	450	2208	6722	5100	2409	3001	1573	1809	1744	162	583	1103	639	678	2813	3213	1271	723	1974	3590	1463	1436	2954	2066	678	1801	2871	2559	2452
s_1160	LTF	1360	4233	4611	776	4199	9706	6522	4926	5819	9584	15370	6691	822	1995	2506	1319	2585	3625	8535	2255	3228	7332	10544	5158	1998	7785	4725	1230	3282	5300	6537	4286
s_188	CEBPE	1026	3876	5474	531	5026	4623	2821	2848	5010	10334	6054	4438	696	3354	5113	2080	920	3716	6068	883	3030	4322	5326	2754	2220	6311	2270	773	4521	5059	4068	3849
s_5490	Non-Targeting Control	1375	5269	4067	843	6780	7201	8536	5541	4598	11401	22900	4419	1157	2812	2458	2415	3018	6948	12840	2603	3146	6356	9415	6156	4299	10465	7733	2299	3598	4267	4513	3104
s_4853	FOXK1	2564	6227	5808	1350	9374	11722	13439	6861	6705	14315	13635	5480	1610	2896	2967	3360	4518	4835	9339	3813	5307	9124	8454	5894	4702	10816	7637	2077	6257	5407	6052	5840
s_2133	TP73	2565	4448	4711	921	7421	7876	8441	4279	4957	9428	17898	5914	1276	2473	2232	1959	3019	5724	12004	1796	4161	7361	10482	5862	2548	9494	6526	1337	3354	3419	6579	3691
s_2173	WT1	789	2301	2712	475	3489	4907	5603	3788	4523	8101	6184	5030	487	1039	1862	768	2197	3088	9255	2033	2015	4203	3926	4574	1690	4901	4551	873	2245	3108	4377	2613
s_3521	ZNF701	2295	7435	6519	1162	6955	12142	7719	6325	6230	18289	22634	9483	1127	2735	3223	2160	3213	7512	15804	2508	4523	6183	13466	4853	2764	12179	11445	2016	5412	5125	8296	5808
s_4534	ZNF785	1029	3940	3377	612	4662	8357	7431	5165	4255	8574	15476	4697	462	1517	2491	1382	2236	6234	5818	3182	3420	5793	9072	4293	2140	8858	6908	1271	3183	3478	3567	4335
s_4266	CREB3L1	1990	7224	5020	1079	8340	7444	8692	4827	5095	12943	14697	7442	777	2832	2966	2020	3013	10415	10525	4196	4580	7857	8063	6485	4861	12336	10311	2211	4409	4263	5943	3929
s_3029	TFEC	2546	5463	6616	1240	4740	7493	7534	4487	5423	12999	7964	5264	624	2409	3875	1749	3939	7557	11827	3498	3962	7923	11105	6312	4125	9738	6641	1850	5096	4952	5861	4937
s_2287	ZNF33A	1781	4960	4778	612	7406	4787	5669	3369	4010	7178	4981	5846	502	2045	4050	1748	1564	6039	19537	1844	2585	6762	7987	5487	1743	6486	3639	772	3046	3725	8035	3380
s_3346	MLXIPL	1978	5021	5916	977	6687	12060	8626	4342	6812	12249	9338	4945	1046	1858	3458	1438	5148	6644	14966	4354	3556	8468	11660	7767	3064	10687	5624	1992	3621	5669	6064	5587
s_2184	XPA	2018	6856	7221	1110	5095	15696	11046	8013	7908	22217	19608	8053	1964	2804	5325	3390	3205	6145	11571	2811	7148	10906	12561	9984	4812	15126	9029	2974	6167	6459	7915	6505
s_4337	ZNF554	844	2360	2811	413	2002	6984	9316	3225	2737	7725	6875	3652	278	1001	1699	855	2082	2006	3221	1048	3916	4036	5647	4132	1366	5025	3946	797	2631	2811	2146	2978
s_1171	SMAD1	1137	5220	3668	732	2375	7901	4228	2590	2343	8811	6525	4322	616	1651	2475	1430	3506	3594	7690	2716	4774	7176	9328	8541	2037	5278	5326	1122	4514	3807	6190	4145
s_254	CRX	1185	3074	3353	624	3835	6230	12884	4658	4276	7613	4754	4331	440	1224	1196	786	2311	6432	10631	3032	3540	5839	5558	4832	1483	6896	6071	1001	3890	4362	4506	4927
s_3350	YBX2	1283	3360	4112	646	2743	6460	7771	4116	2130	4346	6103	2164	726	1010	1628	821	2528	3942	4627	2653	2543	3644	6364	3189	1850	7443	4631	1256	1989	3824	5879	2724
s_2831	ZNF267	2057	5768	4851	1124	7381	8785	5471	5183	4217	8981	9652	3468	1042	1359	1576	1933	2741	5342	7805	3149	4458	6641	11331	7612	3401	9787	8113	1848	5322	4343	5070	4362
s_275	CUX1	1492	3255	4160	618	5275	6315	3393	3035	5008	7339	8358	4314	498	2161	3301	1757	3792	4170	7818	2812	2919	4626	5580	3479	4049	9426	8339	1724	2812	3079	4446	2459
s_4140	GLIS2	1685	3187	3260	722	6081	6053	4541	4063	4716	4612	4901	2938	477	1970	1950	2616	2313	2969	5309	2250	2132	4443	4906	3459	2924	9118	5735	1778	4026	2356	3984	2719
s_467	ETV2	2115	4277	4318	965	8385	12732	14673	6365	5700	14603	24932	5728	1057	1744	1929	1453	3642	6994	11457	3587	3541	7663	9570	5007	2974	7853	13368	1877	4777	7734	8893	5151
s_2178	XBP1	1339	3537	2324	646	6208	4887	6289	1898	1920	7127	7639	2864	774	1671	2394	2079	2032	3469	8174	1898	4047	3996	6111	4988	1831	5240	4551	1160	2222	2904	2864	3341
s_4941	ZNF780A	2282	5603	6082	1240	8273	11939	9724	6171	5044	10443	11688	4924	1592	2987	3276	2734	3754	8451	16252	2982	4830	9999	13764	5715	3622	18756	16530	2744	5762	9066	10778	6056
s_1266	MSX1	1192	3607	3152	567	3465	6893	6771	3490	4463	11300	12729	3208	685	1472	1250	1361	2715	8347	12172	3691	2684	7316	10269	4528	3400	8355	8483	1710	2557	3824	4497	3801
s_4667	ZNF610	1955	5445	6150	1087	6797	12728	9544	5120	3889	9124	11550	2668	711	2576	4060	1804	2897	9541	14329	4574	3664	8230	10294	4756	2641	10892	9629	1358	3929	5901	6850	3653
s_1621	PRKRIR	1844	5394	5681	1075	8441	9333	7153	4015	5960	13727	12073	5544	1028	2020	2092	2756	3063	7454	17074	3544	4597	10585	10425	7916	2383	5686	6824	1608	4441	5819	5346	5391
s_3500	SOX6	3841	7442	7171	1868	10822	15250	16891	9308	9026	23050	22863	9891	1623	3246	2439	3298	4013	9784	20471	5981	8263	10597	15815	9251	6749	14467	9780	3123	6532	6557	7102	6733
s_2416	VEZF1	1618	6042	4338	1068	5579	8122	8945	3272	4344	14903	10171	5565	1268	2312	4795	2488	5203	20422	15191	6078	4977	7940	12061	3572	3694	11391	7103	1930	3704	4098	6619	3544
s_3970	BTNL8	1595	4506	4732	998	6228	6328	9742	2893	8486	11312	22092	7622	734	2359	3939	2098	8178	7492	13092	4067	3461	7312	11194	4844	2953	7594	4401	1608	5618	7336	7076	5758
s_1307	MYF5	1396	5207	5416	930	6954	8807	8346	5344	5597	11907	28753	4888	1200	2695	2903	1985	5077	9098	14166	3428	4162	8462	10481	5912	3227	11736	7104	2040	4375	4169	5251	4206
s_260	CSF1	991	3193	3344	560	3683	5917	6626	2865	3705	6353	7274	3307	955	1047	1929	1397	937	2832	4135	1313	3341	4230	4797	3190	1606	2475	2353	651	3210	2661	3100	2719
s_5803	Non-Targeting Control	1467	3940	5154	758	3888	8217	9191	2906	5151	11845	11917	6012	808	1261	2143	1251	2573	6222	17131	3526	4610	5659	8276	3829	3711	9330	7188	1907	3042	5390	6639	5342
s_392	ELK1	3340	11433	9313	2184	9666	13557	17304	9528	11967	27290	23989	10649	1805	5436	5610	3661	6061	15880	27797	6504	7471	15351	21363	9137	6323	21234	17936	4071	6691	7233	9828	9445
s_3571	RNF20	977	2507	2254	606	1891	4041	4131	2799	2577	5527	14338	1848	521	645	967	1191	1084	2798	5616	990	2181	5160	5493	3260	3143	6475	7897	1221	1669	1736	3433	1995
s_5574	Non-Targeting Control	1073	3538	3459	730	6135	4758	6846	2656	3430	9536	6395	3742	499	756	1780	701	1853	2690	2833	1012	3311	6024	6310	5160	2028	5606	5251	1057	2968	4063	4590	5365
s_3985	GRHL2	1154	3719	2731	648	4060	3438	5736	2940	2894	8959	8084	3047	509	1379	1282	1438	1234	4234	8668	1855	2617	4274	7663	4896	4643	5013	2836	1632	2391	1919	2196	2383
s_4384	FOXN4	2015	5973	4560	1302	7943	9519	6946	5848	6105	8819	5971	4922	1026	2186	2680	1979	3122	4135	10374	2611	2712	6781	6852	3342	3083	9645	7725	1896	2803	4976	4941	3550
s_4902	NCR3	1349	4243	3534	751	4109	11030	8082	5776	4240	9079	10210	4162	770	2541	2454	2174	2208	5808	8145	2185	3138	7054	8749	4576	4457	10125	6471	1664	3599	4609	4882	3640
s_935	HOXD11	1426	3199	3183	673	4252	8125	7751	3968	3157	5631	7423	2837	347	1714	1882	1551	1810	4171	4847	2482	2470	5613	6300	3014	1848	5930	6466	978	2588	3130	4762	3007
s_679	HHEX	1302	3905	3939	703	4463	7524	5994	4365	4684	5314	7676	3027	408	2349	2155	1206	1463	2880	5651	2230	2374	5512	7795	4316	3906	5760	5275	1603	2821	3262	4102	3362
s_3110	USP22	1622	4342	4353	690	7118	6679	4609	4166	2868	6923	11731	3888	567	1259	922	1543	2667	5379	10727	2915	3952	6687	9472	5545	4254	4489	6384	915	2907	3164	2243	2890
s_4892	ZNF549	2406	7122	5550	1369	6270	10034	7524	4546	4322	5733	9559	3309	470	3277	3683	1853	3721	5353	8423	3169	3905	7442	9951	3228	5047	10646	8350	1761	4308	5117	4392	4496
s_1043	IL12A	1353	4111	4150	961	4620	4892	5182	3568	3380	8250	6910	2873	978	1088	4125	2439	4090	5977	12572	3383	2122	6098	6165	3645	3133	6788	8273	1320	2459	4494	4619	3174
s_2899	DMRT2	1190	4044	3417	721	5082	5095	3437	4522	6587	9294	11080	5179	423	1566	2419	1170	2424	3128	5888	2857	4067	5504	8176	4724	2072	5102	2585	1454	3952	4651	4279	3630
s_4317	ZNF101	1444	4065	3712	566	5245	3675	3717	3035	3105	6398	3098	2408	781	2151	2868	1474	3910	3138	4995	2284	3094	4292	6808	6389	2320	6264	4232	963	2894	4649	4580	2742
s_1607	PPARA	1199	1708	1999	502	3180	4312	5776	3831	2647	10609	22057	3248	373	774	471	916	1602	5518	9783	2087	3498	3857	5756	7349	2288	6913	6202	974	2247	3246	3578	3398
s_4069	TFAP2D	1186	3373	2605	995	3184	4666	4375	1959	3635	8256	5338	3279	377	1309	1036	1189	1249	3091	4211	1136	3244	2910	4546	2206	1209	4370	6239	761	2114	3124	4564	3590
s_4909	ZNF311	2160	3978	3479	879	7068	10164	7901	6034	4843	11918	3521	5301	607	1532	1852	2208	3890	9318	11302	4245	3551	6843	11340	4944	3003	5873	7498	1376	5916	5258	4777	5314
s_5428	Non-Targeting Control	1325	4441	3784	823	3086	8544	7769	3942	4204	6990	10747	2946	699	1099	1544	1378	2189	5406	9116	2421	6747	7192	10826	6692	2667	6786	4650	1572	3100	4805	4498	2895
s_5411	Non-Targeting Control	1925	5950	3333	1021	3307	11380	11585	5351	4167	7380	17177	3703	756	1639	2168	1246	2915	7872	18217	5065	2556	6545	10553	3011	2791	5085	5068	1253	3892	4457	6582	4600
s_2803	CEBPZ	1872	4531	4157	872	5200	7921	6116	3641	3860	9235	3806	4576	546	1497	1499	1872	2439	3984	10984	2159	3331	6034	11234	5171	2691	7849	6745	1228	3177	5683	5158	4909
s_3334	TBX22	1767	5238	4009	994	3597	6249	7730	3058	4547	8282	5628	3363	690	2310	1832	1757	1281	4454	9541	1659	4606	8830	12951	5537	2887	7020	6567	1223	5115	6962	7231	5583
s_4662	ZFP1	1432	4285	4801	921	3905	11433	9727	4409	5735	9826	11738	7042	1098	1537	1980	2155	3728	6957	7873	2973	4503	8955	12331	6208	3225	12786	12166	1748	4162	4079	5827	4107
s_2998	BTN2A1	1713	5557	4506	832	5750	6862	5190	3190	3699	8627	6893	4765	644	1122	2485	1351	3564	4356	13067	1382	2732	5945	6674	3959	2415	5659	5057	1165	2919	4317	3172	3577
s_171	CDX4	2881	6235	5372	1478	8004	13443	19188	6871	7630	12511	24644	6589	1768	2776	3043	3042	2577	5109	9092	2565	4787	9010	15645	12103	3837	15903	13429	2926	4294	8442	9218	5851
s_3562	BARX1	1229	2319	2499	701	2829	8464	8864	2966	3414	9170	7864	3700	511	2538	1664	1749	2360	2052	5193	1905	2880	3849	6358	3048	1382	6247	4184	949	2044	4564	3717	2643
s_5312	ZNF705D	1783	5814	5446	887	6579	9525	5125	4094	14061	13558	12347	8874	992	2772	3512	2600	3423	6311	11091	3287	5490	10354	10957	8259	3513	9800	9870	1623	5909	6765	5480	4199
s_2400	ZNF146	2232	9436	8217	1370	7032	9996	10805	6056	6686	15370	24053	8979	1147	4220	4156	2453	4540	8338	12431	4614	8264	16615	19966	13135	5283	10408	16020	2054	5639	8192	7810	5567
s_1670	RELA	633	1674	2045	356	2813	5744	3942	2115	2354	4370	5090	2035	242	865	1402	737	1529	2492	4586	1578	2768	3728	6274	2427	1231	4585	3444	884	2601	2049	2862	2037
s_893	HOXC10	1144	2413	2858	573	4072	7466	2717	5416	2258	7638	5739	2214	675	2812	1533	2309	6354	7459	9243	3824	3517	7723	6713	5496	2202	7027	4595	1182	3581	4301	4455	2739
s_2036	TEAD4	2082	6734	8255	1345	8879	11584	10226	6264	6364	12450	5524	5701	969	2207	3764	1912	3335	7973	10751	3640	4877	11914	14900	5966	4226	15924	11571	2890	5777	6645	7587	5912
s_697	ZBTB48	1706	6510	5418	1085	7326	6780	3507	6569	7028	11915	12696	8080	1039	2018	2600	2152	3159	8898	16177	3422	4369	8448	10455	4731	4727	10567	6264	1642	5016	6890	8316	5056
s_878	HOXC5	1911	3376	5138	937	5473	9195	9564	5691	2627	5692	14063	3400	654	1818	1962	1212	1956	4947	11120	2286	3185	6444	11423	5845	3890	9521	4865	1912	3451	3507	4109	2505
s_5815	Non-Targeting Control	1671	5389	5275	903	3158	10243	8845	4210	6259	16566	22823	7216	1134	3136	4215	3009	2765	8360	11971	3594	2925	8254	14367	5635	3676	9125	8038	1720	4540	4903	4841	4906
s_2550	DPF3	751	1563	1646	414	2664	4533	6751	2609	3119	6547	5598	3658	383	1171	1035	933	1605	2883	7027	1097	1066	2781	3631	1623	1578	5434	4350	897	971	1547	3041	1315
s_2789	ZBTB33	1741	4294	3477	775	6585	8318	8044	4087	3593	9893	8573	4740	555	1660	3155	1384	1599	5459	10718	2539	4338	8451	11130	4800	3436	6105	6041	1502	2673	2281	4545	2588
s_745	NR4A1	1597	3138	3098	726	7837	6464	7547	3813	4086	7524	8534	4372	788	1551	1762	1468	2903	3882	8418	1534	3319	6117	7503	4832	2332	8058	6452	1525	2363	3310	5118	2661
s_1254	NR3C2	1731	6049	4322	1041	7077	14665	12794	5594	6858	13081	10895	4717	2309	3786	2337	3899	4390	11374	14524	5340	4018	7777	11895	4928	2732	10104	11470	1748	4034	7319	8519	6128
s_1937	TAL1	1135	4029	2705	656	2212	7579	4975	2985	2424	7465	3341	2922	402	895	1579	1302	1623	4047	5583	1836	2588	5061	4850	3280	1851	4293	4913	851	3432	3248	4297	2498
s_4318	ZNF101	1376	3640	2711	927	5084	16353	6413	6461	1981	4627	4274	2289	733	1295	1733	1286	1683	5641	11672	3045	2041	4704	7210	3842	1317	6568	5854	889	3122	2522	2652	3850
s_2903	LBX1	689	2139	2378	401	2090	4687	5543	1538	1448	3461	75	1395	509	603	1023	604	1040	3756	5950	1579	2318	4115	3710	2974	2033	7832	4582	1239	2635	2689	1676	3045
s_5331	ZNF730	1820	5457	4288	1079	6661	13077	11421	6993	3141	10661	14071	4680	1585	1750	3949	1575	3721	7807	13919	3685	4815	10224	8829	7873	2492	7167	6617	1159	3457	3860	4681	2925
s_1603	POU6F1	1443	6016	3161	810	7350	6529	8144	5841	3533	14099	16601	5255	673	2152	3375	1926	1732	5139	7744	2252	4897	8525	15581	5949	3544	9466	5056	1571	3637	4588	5953	4850
s_1222	MEIS1	1056	2690	2665	533	2564	4696	5961	4148	5276	15458	13245	7607	1101	1596	1624	1682	2612	3990	6525	1626	2635	5791	8980	4314	1715	4991	5078	815	2827	3817	2639	3473
s_2477	ZNF224	1116	2892	2858	705	2382	6179	6737	2982	3441	6344	10240	3643	429	2986	1777	2698	2495	7165	12238	3059	4314	5039	5194	3983	3479	6112	4679	1086	3565	5312	4230	3417
s_4030	LY6G5C	1270	2651	3424	667	5349	10123	7972	4962	5187	8543	10296	5211	521	1776	1804	1351	2729	9358	14276	4884	3756	7227	9374	8164	4055	7440	7490	1509	3570	5690	4882	4399
s_234	CREB1	1649	4750	3482	941	3464	6456	7997	3346	5199	6825	3577	2948	1016	1169	1126	1242	3638	6553	9800	3252	4352	6953	9091	4784	3382	7340	7767	1684	3339	3097	3589	3895
s_646	CXCR3	2008	6466	7648	1320	6083	10168	11005	4506	5076	12244	12571	6634	1041	2233	2202	1937	2793	7009	15914	2096	4643	8005	10547	8019	4486	11468	4974	2301	4052	4500	5242	4188
s_5787	Non-Targeting Control	2104	5987	5569	987	4868	9822	10747	6725	3154	11549	14817	3427	639	2117	3335	2231	3056	7387	13119	4035	3649	6934	11978	5319	5376	13159	11073	2813	3653	3203	5837	3056
s_206	CCR3	1218	4314	5157	672	2221	6874	5326	3125	2852	6226	7814	2449	351	1476	2143	1167	2887	4398	11640	1913	3484	5254	6483	4187	3233	6428	6669	1904	3404	5578	5729	3966
s_3414	ZNF44	1478	4095	3996	741	5527	8443	7822	4966	4112	7266	17718	4674	1033	1581	2054	1429	2863	4740	7896	2421	5287	13373	9731	9706	3045	7952	6669	1327	3709	3711	4420	3737
s_378	ELF3	1469	3513	3517	569	2510	2616	3087	2601	5572	8785	8410	5416	1476	1925	871	2053	2158	2602	5861	1701	1315	4283	6832	3899	1572	6428	3831	941	1575	3970	2253	1799
s_2373	ZNF135	2298	6295	7003	1334	6278	6742	8981	5352	5978	15982	10089	8042	1953	2781	1915	3554	3862	4549	11803	2969	5187	8819	10364	6259	5383	15331	12744	2236	4699	5807	6943	6234
s_3971	BTNL8	1446	4399	3334	660	3562	4905	5195	3120	3435	10269	16145	4348	1466	2442	2199	2801	1585	5564	12377	2784	2573	5808	4762	4226	2844	9503	5731	1473	2366	3057	3805	2962
s_2288	ZNF33A	1163	3101	2310	552	3480	7384	5416	2834	3456	7773	10868	3359	538	1414	1830	1385	1606	5655	5672	2053	2497	5350	9058	2936	2886	5829	5968	1307	2252	2055	4117	2721
s_2023	TCF21	2180	5432	6794	1091	8142	12743	10674	5266	6886	10494	12663	5631	871	2346	2231	1977	3592	5623	9263	4321	6128	6557	6640	4683	3215	13884	7748	1899	4236	3865	6892	3506
s_5333	ZNF730	1740	6083	5819	1096	3735	9519	9629	4660	4340	9642	16150	4186	1229	2172	1458	2152	3879	7376	11965	3627	4064	7923	8300	6660	4380	13315	9234	2468	7507	7493	7402	7618
s_3068	ZBTB1	1450	3806	2862	783	7013	9889	14466	5971	5873	9435	14080	6477	824	1581	2162	1694	2754	7548	10536	3296	4334	8799	9190	8244	5249	13166	9448	2194	4021	4852	5025	3782
s_1395	NFYA	1273	2844	3154	662	3380	8773	3783	4770	2772	6024	146	2315	383	1538	1913	1315	2768	5354	8487	2089	4257	3766	6221	4171	1695	4432	3225	710	4063	4249	3507	3270
s_2551	DPF3	1096	2539	2759	424	3629	4053	3869	2246	3110	7204	11039	5201	1139	2104	2244	2042	1901	2309	8517	2263	1914	3925	6240	2252	1528	4246	4245	1050	1921	2885	2847	3493
s_2652	TBX18	1173	4939	2819	800	3568	8626	6699	4879	3266	9389	14090	3156	780	1283	862	1363	1246	5642	7603	2201	2666	5827	6120	3798	2339	7033	4788	1248	2861	3004	7169	2762
s_3060	MLXIP	1739	3853	4683	833	4695	10124	11105	4577	4760	18651	29841	6518	1066	2386	2414	1854	3379	7582	12317	3982	3473	7692	12045	6701	2556	7781	4436	1382	4213	4339	4402	3694
s_3133	ZMYND8	1911	4477	4337	930	2261	12547	4942	3048	3807	8346	9870	4970	1253	2045	1097	1660	5981	9741	15443	6045	3512	7197	7153	4157	3113	7552	11040	1981	3062	4961	6224	4729
